farm,datetime,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar
D농가,2023-10-20 01:00,0,6,371.06,54.32,4.27,92.97
D농가,2023-10-20 02:00,0,6,382.01,54.75,3.99,93.07
D농가,2023-10-20 03:00,0,6,383.9,54.05,4.37,91.8
D농가,2023-10-20 04:00,0,6,305.64,40.81,3.04,91.76
D농가,2023-10-20 05:00,0,6,356,46.48,3.32,92.82
D농가,2023-10-20 06:00,0,6,317.54,40.78,2.46,88.65
D농가,2023-10-20 07:00,0,6,324.93,41.35,2.7,91.23
D농가,2023-10-20 08:00,0,6,293.31,43.24,4.77,80.85
D농가,2023-10-20 09:00,0,6,226.91,40.91,8.89,63.41
D농가,2023-10-20 10:00,0.36,5.93,149.01,20.81,9.45,52.91
D농가,2023-10-20 11:00,0.49,6,141.45,19.45,6.64,50.78
D농가,2023-10-20 12:00,0.5,6,140.5,18.15,6.85,46.34
D농가,2023-10-20 13:00,0.5,6,133.39,30.14,6.75,48.81
D농가,2023-10-20 14:00,0.5,6,124.38,31.62,8.34,48.09
D농가,2023-10-20 15:00,0.5,6,130.19,18.96,10.98,40.5
D농가,2023-10-20 16:00,0.5,6,131.04,24.65,10.75,42.04
D농가,2023-10-20 17:00,0.5,6,140.09,34.82,6.82,58.46
D농가,2023-10-20 18:00,0.5,6,159.82,39.16,4.78,72.78
D농가,2023-10-20 19:00,0.16,6,176.33,40.52,4.07,81.17
D농가,2023-10-20 20:00,0,6,192.32,40.81,3.84,85.68
D농가,2023-10-20 21:00,0,6,211.03,41.26,3.48,85.53
D농가,2023-10-20 22:00,0,6,235.17,41.8,3.5,89.18
D농가,2023-10-20 23:00,0,6,258.99,42.03,3.34,90.03
D농가,2023-10-21 00:00,0,6,279.92,42.02,3.15,91.12
D농가,2023-10-21 01:00,0,6,297.59,41.83,3,92.33
D농가,2023-10-21 02:00,0,6,310.3,41.89,3,93.81
D농가,2023-10-21 03:00,0,6,316.9,41.46,2.94,93.27
D농가,2023-10-21 04:00,0,6,339.79,43.28,3.03,94.31
D농가,2023-10-21 05:00,0,6,345.26,43.66,3.19,92.63
D농가,2023-10-21 06:00,0,6,379.17,45.98,3.58,90.13
D농가,2023-10-21 07:00,0,6,357.63,42.34,3.11,90.26
D농가,2023-10-21 08:00,0,6,317.5,43.45,4.96,85.69
D농가,2023-10-21 09:00,0.48,5.94,177.64,37.19,7.32,69.5
D농가,2023-10-21 10:00,0.48,5.94,134.63,28.02,9.44,55.78
D농가,2023-10-21 11:00,0.48,5.94,127.31,24.81,8.98,58.11
D농가,2023-10-21 12:00,0.48,5.93,129.74,22.7,9.62,58.43
D농가,2023-10-21 13:00,0.46,5.96,128.07,15.77,10.94,53.19
D농가,2023-10-21 14:00,0.5,6,127.92,23.83,9.72,57.04
D농가,2023-10-21 15:00,0.5,6,118.74,30.75,8.34,59.04
D농가,2023-10-21 16:00,0.48,6,110.82,34.75,6.79,63.1
D농가,2023-10-21 17:00,0.5,6,127.2,38.18,5.65,70.42
D농가,2023-10-21 18:00,0.5,6,150.72,40.95,4.67,78.25
D농가,2023-10-21 19:00,0.44,6,172.07,41.14,3.97,86.17
D농가,2023-10-21 20:00,0,6,190.5,41.02,3.55,90.29
D농가,2023-10-21 21:00,0,6,212.25,41.82,3.48,89.9
D농가,2023-10-21 22:00,0,6,227.22,42.08,3.45,91.75
D농가,2023-10-21 23:00,0,6,245.76,42.78,3.49,92.46
D농가,2023-10-22 00:00,0,6,262.27,42.63,3.59,91.78
D농가,2023-10-22 01:00,0,6,274.6,41.65,3.23,92.78
D농가,2023-10-22 02:00,0,6,290.38,42.1,2.88,94.04
D농가,2023-10-22 03:00,0,6,298.6,41.84,2.49,95.49
D농가,2023-10-22 04:00,0,6,307.55,41.46,2.47,95.77
D농가,2023-10-22 05:00,0,6,321.96,42.16,2.07,96
D농가,2023-10-22 06:00,0,6,329.64,42.11,1.99,95.9
D농가,2023-10-22 07:00,0,6,373.01,47.25,2.33,95
D농가,2023-10-22 08:00,0,6,298.52,43.83,3.87,93.88
D농가,2023-10-22 09:00,0.48,5.93,229.03,43.51,7.89,75.05
D농가,2023-10-22 10:00,0.49,5.95,147.03,30.46,11.66,51.34
D농가,2023-10-22 11:00,0.48,5.94,129.1,17.33,12.79,48.85
D농가,2023-10-22 12:00,0.84,5.95,132.74,11.74,12.48,46.11
D농가,2023-10-22 13:00,0.66,5.94,134.32,11.15,11.47,42.18
D농가,2023-10-22 14:00,1,5.99,133.88,11.34,10.79,40.56
D농가,2023-10-22 15:00,1,5.97,130.82,12.57,11.45,38.24
D농가,2023-10-22 16:00,0.6,6,131.73,12.76,11.46,40.97
D농가,2023-10-22 17:00,0.5,6,139.72,28.68,6.97,53.32
D농가,2023-10-22 18:00,0.5,6,159.47,38.19,4.98,66.25
D농가,2023-10-22 19:00,0.49,6,182.9,40.09,4.11,76.42
D농가,2023-10-22 20:00,0.49,6,204,40.44,3.73,83.67
D농가,2023-10-22 21:00,0.49,6,221.41,40.6,3.45,86.04
D농가,2023-10-22 22:00,0.06,6,238.75,41.1,3.45,90.14
D농가,2023-10-22 23:00,0,6,254.22,40.97,2.97,90.99
D농가,2023-10-23 00:00,0,6,272.07,41.52,2.97,91.92
D농가,2023-10-23 01:00,0,6,284.03,41.45,2.96,93.12
D농가,2023-10-23 02:00,0,6,298.84,42.66,3.15,93.34
D농가,2023-10-23 03:00,0,6,311.11,42.67,3.47,92.2
D농가,2023-10-23 04:00,0.46,6,320.02,42.94,3.45,92.12
D농가,2023-10-23 05:00,0.52,6,345.46,45.12,3.63,92.43
D농가,2023-10-23 06:00,0.5,6,338.77,43.36,3.67,91.82
D농가,2023-10-23 07:00,0.53,6,366.1,46.14,4.21,91.14
D농가,2023-10-23 08:00,0.47,6,290.05,40.51,5.48,83.19
D농가,2023-10-23 09:00,0.48,5.95,169.05,32.27,9.66,64.1
D농가,2023-10-23 10:00,0.68,5.93,125.66,24.9,12.75,52.38
D농가,2023-10-23 11:00,0.99,5.94,123.98,17.59,15.19,49.9
D농가,2023-10-23 12:00,0.99,5.93,130.19,11.58,13.28,46.57
D농가,2023-10-23 13:00,0.84,5.93,128.6,12.4,12.97,46.41
D농가,2023-10-23 14:00,0.89,6,129.05,16.74,10.99,50.43
D농가,2023-10-23 15:00,1,6,127.8,16.27,12.03,49.09
D농가,2023-10-23 16:00,1,6,126.92,29.23,9.37,56.25
D농가,2023-10-23 17:00,1,6,147.1,39.43,7.52,62.74
D농가,2023-10-23 18:00,0.95,6,33.24,8.38,1.41,68.5
D농가,2023-10-23 19:00,0,6,0,0,0,0
D농가,2023-10-23 20:00,0,6,0,0,0,0
D농가,2023-10-23 21:00,0,6,0,0,0,0
D농가,2023-10-23 22:00,0,6,0,0,0,0
D농가,2023-10-23 23:00,0,6,0,0,0,0
D농가,2023-10-24 00:00,0,6,0,0,0,0
D농가,2023-10-24 01:00,0,6,0,0,0,0
D농가,2023-10-24 02:00,0,6,0,0,0,0
D농가,2023-10-24 03:00,0,6,0,0,0,0
D농가,2023-10-24 04:00,0,6,0,0,0,0
D농가,2023-10-24 05:00,0,6,0,0,0,0
D농가,2023-10-24 06:00,0,6,0,0,0,0
D농가,2023-10-24 07:00,0,6,0,0,0,0
D농가,2023-10-24 08:00,0,6,0,0,0,0
D농가,2023-10-24 09:00,0.01,6,0,0,0,0
D농가,2023-10-24 10:00,0.98,6,0,0,0,0
D농가,2023-10-24 11:00,1,6,0,0,0,0
D농가,2023-10-24 12:00,1,6,0,0,0,0
D농가,2023-10-24 13:00,1,6,0,0,0,0
D농가,2023-10-24 14:00,0.97,6,0,0,0,0
D농가,2023-10-24 15:00,0.97,6,0,0,0,0
D농가,2023-10-24 16:00,1,6,0,0,0,0
D농가,2023-10-24 17:00,1,6,0,0,0,0
D농가,2023-10-24 18:00,1,6,0,0,0,0
D농가,2023-10-24 19:00,0.97,6,0,0,0,0
D농가,2023-10-24 20:00,0,6,0,0,0,0
D농가,2023-10-24 21:00,0,6,0,0,0,0
D농가,2023-10-24 22:00,0,6,0,0,0,0
D농가,2023-10-24 23:00,0,6,0,0,0,0
D농가,2023-10-25 00:00,0,6,0,0,0,0
D농가,2023-10-25 01:00,0,6,0,0,0,0
D농가,2023-10-25 02:00,0,6,0,0,0,0
D농가,2023-10-25 03:00,0,6,0,0,0,0
D농가,2023-10-25 04:00,0,6,0,0,0,0
D농가,2023-10-25 05:00,0,6,0,0,0,0
D농가,2023-10-25 06:00,0,6,0,0,0,0
D농가,2023-10-25 07:00,0,6,0,0,0,0
D농가,2023-10-25 08:00,0,6,0,0,0,0
D농가,2023-10-25 09:00,0.79,6,0,0,0,0
D농가,2023-10-25 10:00,0.95,6,0,0,0,0
D농가,2023-10-25 11:00,1,6,0,0,0,0
D농가,2023-10-25 12:00,0.97,5.97,0,0,0,0
D농가,2023-10-25 13:00,1,6,0,0,0,0
D농가,2023-10-25 14:00,0.97,5.97,0,0,0,0
D농가,2023-10-25 15:00,1,6,0,0,0,0
D농가,2023-10-25 16:00,1,6,0,0,0,0
D농가,2023-10-25 17:00,1,6,0,0,0,0
D농가,2023-10-25 18:00,1,6,0,0,0,0
D농가,2023-10-25 19:00,1,6,0,0,0,0
D농가,2023-10-25 20:00,1,6,0,0,0,0
D농가,2023-10-25 21:00,0.53,6,0,0,0,0
D농가,2023-10-25 22:00,0,6,0,0,0,0
D농가,2023-10-25 23:00,0,6,0,0,0,0
D농가,2023-10-26 00:00,0,6,0,0,0,0
D농가,2023-10-26 01:00,0.22,6,0,0,0,0
D농가,2023-10-26 02:00,1,6,0,0,0,0
D농가,2023-10-26 03:00,0.58,6,0,0,0,0
D농가,2023-10-26 04:00,0,6,0,0,0,0
D농가,2023-10-26 05:00,0,6,0,0,0,0
D농가,2023-10-26 06:00,0,6,0,0,0,0
D농가,2023-10-26 07:00,0,6,0,0,0,0
D농가,2023-10-26 08:00,0,6,0,0,0,0
D농가,2023-10-26 09:00,0.84,6,0,0,0,0
D농가,2023-10-26 10:00,1,6,0,0,0,0
D농가,2023-10-26 11:00,0.95,6,0,0,0,0
D농가,2023-10-26 12:00,1,6,0,0,0,0
D농가,2023-10-26 13:00,0.96,5.99,0,0,0,0
D농가,2023-10-26 14:00,1,6,0,0,0,0
D농가,2023-10-26 15:00,1,5.99,0,0,0,0
D농가,2023-10-26 16:00,1,6,0,0,0,0
D농가,2023-10-26 17:00,1,6,0,0,0,0
D농가,2023-10-26 18:00,1,6,0,0,0,0
D농가,2023-10-26 19:00,1,6,0,0,0,0
D농가,2023-10-26 20:00,1,6,0,0,0,0
D농가,2023-10-26 21:00,1,6,0,0,0,0
D농가,2023-10-26 22:00,1,6,0,0,0,0
D농가,2023-10-26 23:00,1,6,0,0,0,0
D농가,2023-10-27 00:00,1,6,0,0,0,0
D농가,2023-10-27 01:00,1,6,0,0,0,0
D농가,2023-10-27 02:00,0.43,6,0,0,0,0
D농가,2023-10-27 03:00,0,6,0,0,0,0
D농가,2023-10-27 04:00,0,6,0,0,0,0
D농가,2023-10-27 05:00,0,6,0,0,0,0
D농가,2023-10-27 06:00,0,6,0,0,0,0
D농가,2023-10-27 07:00,0,6,0,0,0,0
D농가,2023-10-27 08:00,0,6,0,0,0,0
D농가,2023-10-27 09:00,0.44,6,0,0,0,0
D농가,2023-10-27 10:00,1,6,0,0,0,0
D농가,2023-10-27 11:00,0.96,6,0,0,0,0
D농가,2023-10-27 12:00,0.96,5.99,0,0,0,0
D농가,2023-10-27 13:00,1,6,0,0,0,0
D농가,2023-10-27 14:00,0.95,6,0,0,0,0
D농가,2023-10-27 15:00,1,6,0,0,0,0
D농가,2023-10-27 16:00,1,6,0,0,0,0
D농가,2023-10-27 17:00,1,6,0,0,0,0
D농가,2023-10-27 18:00,1,5.97,0,0,0,0
D농가,2023-10-27 19:00,1,5.8,0,0,0,0
D농가,2023-10-27 20:00,1,6,0,0,0,0
D농가,2023-10-27 21:00,1,6,0,0,0,0
D농가,2023-10-27 22:00,1,6,0,0,0,0
D농가,2023-10-27 23:00,1,6,0,0,0,0
D농가,2023-10-28 00:00,1,6,0,0,0,0
D농가,2023-10-28 01:00,1,6,0,0,0,0
D농가,2023-10-28 02:00,1,6,0,0,0,0
D농가,2023-10-28 03:00,1,6,0,0,0,0
D농가,2023-10-28 04:00,1,6,0,0,0,0
D농가,2023-10-28 05:00,1,6,0,0,0,0
D농가,2023-10-28 06:00,1,6,0,0,0,0
D농가,2023-10-28 07:00,1,6,0,0,0,0
D농가,2023-10-28 08:00,0.84,6,0,0,0,0
D농가,2023-10-28 09:00,0.96,6,0,0,0,0
D농가,2023-10-28 10:00,0.95,5.99,0,0,0,0
D농가,2023-10-28 11:00,0.96,5.97,0,0,0,0
D농가,2023-10-28 12:00,0.95,5.97,0,0,0,0
D농가,2023-10-28 13:00,0.97,5.94,0,0,0,0
D농가,2023-10-28 14:00,1,6,0,0,0,0
D농가,2023-10-28 15:00,1,6,0,0,0,0
D농가,2023-10-28 16:00,1,6,0,0,0,0
D농가,2023-10-28 17:00,1,6,0,0,0,0
D농가,2023-10-28 18:00,1,6,0,0,0,0
D농가,2023-10-28 19:00,1,6,0,0,0,0
D농가,2023-10-28 20:00,1,6,0,0,0,0
D농가,2023-10-28 21:00,1,6,0,0,0,0
D농가,2023-10-28 22:00,0.1,6,0,0,0,0
D농가,2023-10-28 23:00,0,6,0,0,0,0
D농가,2023-10-29 00:00,0,6,0,0,0,0
D농가,2023-10-29 01:00,0,6,0,0,0,0
D농가,2023-10-29 02:00,0,6,0,0,0,0
D농가,2023-10-29 03:00,0,6,0,0,0,0
D농가,2023-10-29 04:00,0,6,0,0,0,0
D농가,2023-10-29 05:00,0,6,0,0,0,0
D농가,2023-10-29 06:00,0,6,0,0,0,0
D농가,2023-10-29 07:00,0,6,0,0,0,0
D농가,2023-10-29 08:00,0,6,0,0,0,0
D농가,2023-10-29 09:00,0.96,6,0,0,0,0
D농가,2023-10-29 10:00,0.98,5.98,0,0,0,0
D농가,2023-10-29 11:00,1,5.97,0,0,0,0
D농가,2023-10-29 12:00,0.93,5.95,0,0,0,0
D농가,2023-10-29 13:00,0.95,5.96,0,0,0,0
D농가,2023-10-29 14:00,1,6,0,0,0,0
D농가,2023-10-29 15:00,1,5.89,0,0,0,0
D농가,2023-10-29 16:00,1,5.95,0,0,0,0
D농가,2023-10-29 17:00,1,6,0,0,0,0
D농가,2023-10-29 18:00,1,6,0,0,0,0
D농가,2023-10-29 19:00,0.58,6,0,0,0,0
D농가,2023-10-29 20:00,0,6,0,0,0,0
D농가,2023-10-29 21:00,0,6,0,0,0,0
D농가,2023-10-29 22:00,0,6,0,0,0,0
D농가,2023-10-29 23:00,0,6,0,0,0,0
D농가,2023-10-30 00:00,0,6,0,0,0,0
D농가,2023-10-30 01:00,0,6,0,0,0,0
D농가,2023-10-30 02:00,0,6,0,0,0,0
D농가,2023-10-30 03:00,0,6,0,0,0,0
D농가,2023-10-30 04:00,0,6,0,0,0,0
D농가,2023-10-30 05:00,0,6,0,0,0,0
D농가,2023-10-30 06:00,0,6,0,0,0,0
D농가,2023-10-30 07:00,0,6,0,0,0,0
D농가,2023-10-30 08:00,0,6,0,0,0,0
D농가,2023-10-30 09:00,0.96,6,0,0,0,0
D농가,2023-10-30 10:00,0.96,5.99,0,0,0,0
D농가,2023-10-30 11:00,0.97,5.97,0,0,0,0
D농가,2023-10-30 12:00,0.96,5.97,0,0,0,0
D농가,2023-10-30 13:00,0.97,5.91,0,0,0,0
D농가,2023-10-30 14:00,0.97,5.98,0,0,0,0
D농가,2023-10-30 15:00,1,6,0,0,0,0
D농가,2023-10-30 16:00,1,6,0,0,0,0
D농가,2023-10-30 17:00,1,6,0,0,0,0
D농가,2023-10-30 18:00,1,6,0,0,0,0
D농가,2023-10-30 19:00,1,6,0,0,0,0
D농가,2023-10-30 20:00,1,6,0,0,0,0
D농가,2023-10-30 21:00,0.98,6,0,0,0,0
D농가,2023-10-30 22:00,0,6,0,0,0,0
D농가,2023-10-30 23:00,0,6,0,0,0,0
D농가,2023-10-31 00:00,0,6,0,0,0,0
D농가,2023-10-31 01:00,0,6,0,0,0,0
D농가,2023-10-31 02:00,0,6,0,0,0,0
D농가,2023-10-31 03:00,0,6,0,0,0,0
D농가,2023-10-31 04:00,0,6,0,0,0,0
D농가,2023-10-31 05:00,0,6,0,0,0,0
D농가,2023-10-31 06:00,0,6,0,0,0,0
D농가,2023-10-31 07:00,0,6,0,0,0,0
D농가,2023-10-31 09:00,1,6,0,0,0,0
D농가,2023-10-31 10:00,1,6,0,0,0,0
D농가,2023-10-31 11:00,0.96,6,0,0,0,0
D농가,2023-10-31 12:00,0.96,5.97,0,0,0,0
D농가,2023-10-31 13:00,0.97,6,0,0,0,0
D농가,2023-10-31 14:00,0.97,5.98,0,0,0,0
D농가,2023-10-31 15:00,1,6,0,0,0,0
D농가,2023-10-31 16:00,1,6,0,0,0,0
D농가,2023-10-31 17:00,1,6,0,0,0,0
D농가,2023-10-31 18:00,1,6,0,0,0,0
D농가,2023-10-31 19:00,0.38,6,0,0,0,0
D농가,2023-10-31 20:00,0,6,0,0,0,0
D농가,2023-10-31 21:00,0,6,0,0,0,0
D농가,2023-10-31 22:00,0,6,0,0,0,0
D농가,2023-10-31 23:00,0,6,0,0,0,0
D농가,2023-11-01 00:00,0,6,0,0,0,0
D농가,2023-11-01 01:00,0,6,0,0,0,0
D농가,2023-11-01 02:00,0,6,0,0,0,0
D농가,2023-11-01 03:00,0,6,0,0,0,0
D농가,2023-11-01 04:00,0,6,0,0,0,0
D농가,2023-11-01 05:00,0,6,0,0,0,0
D농가,2023-11-01 06:00,0,6,0,0,0,0
D농가,2023-11-01 07:00,0,6,0,0,0,0
D농가,2023-11-01 08:00,0,6,0,0,0,0
D농가,2023-11-01 09:00,0.96,6,0,0,0,0
D농가,2023-11-01 10:00,0.95,6,0,0,0,0
D농가,2023-11-01 11:00,0.96,6,0,0,0,0
D농가,2023-11-01 12:00,0.96,6,0,0,0,0
D농가,2023-11-01 13:00,0.97,6,0,0,0,0
D농가,2023-11-01 14:00,0.97,6,0,0,0,0
D농가,2023-11-01 15:00,1,6,0,0,0,0
D농가,2023-11-01 16:00,1,6,0,0,0,0
D농가,2023-11-01 17:00,0.03,6,0,0,0,0
D농가,2023-11-01 18:00,0,6,0,0,0,0
D농가,2023-11-01 19:00,0,6,0,0,0,0
D농가,2023-11-01 20:00,0,6,0,0,0,0
D농가,2023-11-01 21:00,0,6,0,0,0,0
D농가,2023-11-01 22:00,0,6,0,0,0,0
D농가,2023-11-01 23:00,0,6,0,0,0,0
D농가,2023-11-02 00:00,0,6,0,0,0,0
D농가,2023-11-02 01:00,0,6,0,0,0,0
D농가,2023-11-02 02:00,0,6,0,0,0,0
D농가,2023-11-02 03:00,0,6,0,0,0,0
D농가,2023-11-02 04:00,0,6,0,0,0,0
D농가,2023-11-02 05:00,0,6,0,0,0,0
D농가,2023-11-02 06:00,0,6,0,0,0,0
D농가,2023-11-02 07:00,0,6,0,0,0,0
D농가,2023-11-02 08:00,0.46,6,0,0,0,0
D농가,2023-11-02 09:00,1,6,0,0,0,0
D농가,2023-11-02 10:00,0.97,6,0,0,0,0
D농가,2023-11-02 11:00,0.97,5.99,0,0,0,0
D농가,2023-11-02 12:00,0.97,6,0,0,0,0
D농가,2023-11-02 13:00,0.97,6,0,0,0,0
D농가,2023-11-02 14:00,0.97,5.99,0,0,0,0
D농가,2023-11-02 15:00,1,6,0,0,0,0
D농가,2023-11-02 16:00,1,6,0,0,0,0
D농가,2023-11-02 17:00,1,6,0,0,0,0
D농가,2023-11-02 18:00,1,6,0,0,0,0
D농가,2023-11-02 19:00,1,6,0,0,0,0
D농가,2023-11-02 20:00,0.55,6,0,0,0,0
D농가,2023-11-02 21:00,0,6,0,0,0,0
D농가,2023-11-02 22:00,0,6,0,0,0,0
D농가,2023-11-02 23:00,0,6,0,0,0,0
D농가,2023-11-03 00:00,0,6,0,0,0,0
D농가,2023-11-03 01:00,0,6,0,0,0,0
D농가,2023-11-03 02:00,0,6,0,0,0,0
D농가,2023-11-03 03:00,0,6,0,0,0,0
D농가,2023-11-03 04:00,0,6,0,0,0,0
D농가,2023-11-03 05:00,0,6,0,0,0,0
D농가,2023-11-03 06:00,0,6,0,0,0,0
D농가,2023-11-03 07:00,0,6,0,0,0,0
D농가,2023-11-03 08:00,0.44,6,0,0,0,0
D농가,2023-11-03 09:00,1,6,0,0,0,0
D농가,2023-11-03 10:00,0.95,6,0,0,0,0
D농가,2023-11-03 11:00,0.96,6,0,0,0,0
D농가,2023-11-03 12:00,0.97,6,0,0,0,0
D농가,2023-11-03 13:00,0.97,5.99,0,0,0,0
D농가,2023-11-03 14:00,0.95,5.99,0,0,0,0
D농가,2023-11-03 15:00,1,6,0,0,0,0
D농가,2023-11-03 16:00,1,6,0,0,0,0
D농가,2023-11-03 17:00,1,6,0,0,0,0
D농가,2023-11-03 18:00,1,6,0,0,0,0
D농가,2023-11-03 19:00,1,6,0,0,0,0
D농가,2023-11-03 20:00,1,6,0,0,0,0
D농가,2023-11-03 21:00,1,6,0,0,0,0
D농가,2023-11-03 22:00,1,6,0,0,0,0
D농가,2023-11-03 23:00,1,6,0,0,0,0
D농가,2023-11-04 00:00,1,6,0,0,0,0
D농가,2023-11-04 01:00,1,6,0,0,0,0
D농가,2023-11-04 02:00,1,6,0,0,0,0
D농가,2023-11-04 03:00,1,6,0,0,0,0
D농가,2023-11-04 04:00,1,6,0,0,0,0
D농가,2023-11-04 05:00,1,6,0,0,0,0
D농가,2023-11-04 06:00,1,6,0,0,0,0
D농가,2023-11-04 07:00,1,6,0,0,0,0
D농가,2023-11-04 08:00,1,6,0,0,0,0
D농가,2023-11-04 09:00,0.97,6,0,0,0,0
D농가,2023-11-04 10:00,1,6,0,0,0,0
D농가,2023-11-04 11:00,0.97,6,0,0,0,0
D농가,2023-11-04 12:00,0.96,6,0,0,0,0
D농가,2023-11-04 13:00,1,6,0,0,0,0
D농가,2023-11-04 14:00,1,6,0,0,0,0
D농가,2023-11-04 15:00,1,6,0,0,0,0
D농가,2023-11-04 16:00,1,6,0,0,0,0
D농가,2023-11-04 17:00,1,6,0,0,0,0
D농가,2023-11-04 18:00,1,6,0,0,0,0
D농가,2023-11-04 19:00,1,6,0,0,0,0
D농가,2023-11-04 20:00,0.74,6,0,0,0,0
D농가,2023-11-04 21:00,0,6,0,0,0,0
D농가,2023-11-04 22:00,0,6,0,0,0,0
D농가,2023-11-04 23:00,0,6,0,0,0,0
D농가,2023-11-05 00:00,0,6,0,0,0,0
